id,name,scope_type,identity_status,number_assignment_status,scope_note,scope_limit,company_references,source_refs,checked_financial_field_count,latest_checked_financial_field_count
firm-33,Economic Consulting Associates,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""03362992"", ""organisation_id"": ""legal-GB-03362992"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-b4623cded6b96bbd75b1""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-b4623cded6b96bbd75b1""}]",0,0
firm-22,Economic Insight Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""07608279"", ""organisation_id"": ""legal-GB-07608279"", ""register_jurisdiction"": ""GB"", ""registered_name"": ""Economic Insight Limited"", ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-c9120b41ab20e471bc39""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-c9120b41ab20e471bc39""}]",0,0
firm-48,Economic Perspectives Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""03157633"", ""organisation_id"": ""legal-GB-03157633"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-74d735d2c3439bd4907f""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-74d735d2c3439bd4907f""}]",0,0
firm-32,Ecorys UK Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""01650169"", ""organisation_id"": ""legal-GB-01650169"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-de96439d38098efe0fc6""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-de96439d38098efe0fc6""}]",5,5
firm-11,FTI Consulting LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC372614"", ""organisation_id"": ""legal-GB-OC372614"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-0ca79db229eff8f83513""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-0ca79db229eff8f83513""}]",2,2
firm-25,Fathom Financial Consulting,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""04942817"", ""organisation_id"": ""legal-GB-04942817"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-17354e1c076ef9cc7bd2""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-17354e1c076ef9cc7bd2""}]",0,0
firm-61,Fideres Partners LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC344021"", ""organisation_id"": ""legal-GB-OC344021"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-5b151cce6cb9870eeab9""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-5b151cce6cb9870eeab9""}]",1,1
firm-37,Fingleton Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""08371505"", ""organisation_id"": ""legal-GB-08371505"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-ca1163ffa4132e6feecb""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-ca1163ffa4132e6feecb""}]",0,0
firm-85,Flint Global Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""09766786"", ""organisation_id"": ""legal-GB-09766786"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-a17a53f3d601e9c4c28b""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-a17a53f3d601e9c4c28b""}]",4,4
firm-73,Fraser of Allander Institute,university_institute,source_checked_scope_boundary,not_applicable_standalone_company,An institute within Strathclyde Business School’s Department of Economics; a standalone company number does not apply.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.",[],"[{""checked_on"": ""2026-09-12"", ""locator"": ""Institute description, lines70–72"", ""source_id"": ""source-2c618c4e17cb735da94c""}]",0,0
firm-2,Frontier Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""03752719"", ""organisation_id"": ""legal-GB-03752719"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-a81e214cb91197a40c39""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-a81e214cb91197a40c39""}]",4,4
firm-70,Grant Thornton Economics,service_line,source_checked_scope_boundary,deliberately_unassigned_provider_link_unresolved,An economic-consulting service line. The exact current contracting provider has not been established.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.",[],"[{""checked_on"": ""2026-09-12"", ""locator"": ""Economic consulting service and introduction, lines268–270"", ""source_id"": ""source-6201a5e895a4e4e90376""}]",0,0
firm-51,Head and Heart Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""08035566"", ""organisation_id"": ""legal-GB-08035566"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""AX definition list, registered office address; elements 31–33"", ""source_id"": ""source-04efc329fb5e45d73203""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""AX definition list, registered office address; elements 31–33"", ""source_id"": ""source-04efc329fb5e45d73203""}]",0,0
firm-86,ICF Consulting Services Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""04161656"", ""organisation_id"": ""legal-GB-04161656"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-8a593ca398f852d76f80""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-8a593ca398f852d76f80""}]",5,5
firm-77,Indepen Consulting Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""02474302"", ""organisation_id"": ""legal-GB-02474302"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""AX registered office elements 32–34; status 36–38; dissolution 40–42"", ""source_id"": ""source-225c02852555286ca0ff""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""AX registered office elements 32–34; status 36–38; dissolution 40–42"", ""source_id"": ""source-225c02852555286ca0ff""}]",0,0
firm-36,Independent Economics LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC342697"", ""organisation_id"": ""legal-GB-OC342697"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-28054c25543507422f4b""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-28054c25543507422f4b""}]",0,0
firm-40,Keystone Strategy,brand,source_checked_scope_boundary,uk_company_identifier_unresolved_brand_supported,The Keystone brand is identified in announcements issued by Keystone Strategy LLC. Its UK contracting entity has not been established.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.",[],"[{""checked_on"": ""2026-09-12"", ""locator"": ""Issuer identity: Keystone Strategy, LLC; July archived release"", ""source_id"": ""source-b50510ded5684177da92""}]",0,0
firm-34,LIVE Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""10785846"", ""organisation_id"": ""legal-GB-10785846"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Visible DOM text, Registered office address block"", ""source_id"": ""source-510c88eb88a5f9e156ad""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Visible DOM text, Registered office address block"", ""source_id"": ""source-510c88eb88a5f9e156ad""}]",0,0
firm-19,London Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""04083204"", ""organisation_id"": ""legal-GB-04083204"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-30d117e3f02833a1c2ea""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-30d117e3f02833a1c2ea""}]",0,0
firm-42,Longview Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""05000218"", ""organisation_id"": ""legal-GB-05000218"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-afabf4b9a913bc0097d8""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-afabf4b9a913bc0097d8""}]",0,0
firm-44,Lorenzo Codogno Macro Advisors,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""09404977"", ""organisation_id"": ""legal-GB-09404977"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-d3ec04940b02416df16d""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-d3ec04940b02416df16d""}]",0,0
firm-75,MCC Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""10883299"", ""organisation_id"": ""legal-GB-10883299"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-0626f4252fbd36d892a6""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-0626f4252fbd36d892a6""}]",0,0
firm-35,Macro Advisory Partners LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC385173"", ""organisation_id"": ""legal-GB-OC385173"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-91e4cbf811d83ccf1e34""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-91e4cbf811d83ccf1e34""}]",5,5
firm-45,Macro Hive Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""12003121"", ""organisation_id"": ""legal-GB-12003121"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-313ea253fc6eac740f72""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-313ea253fc6eac740f72""}]",0,0
firm-88,NEF Consulting,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""06570398"", ""organisation_id"": ""legal-GB-06570398"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered name and company number in archived capture"", ""source_id"": ""source-eaf23eeaf694df69dbbd""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered name and company number in archived capture"", ""source_id"": ""source-eaf23eeaf694df69dbbd""}]",0,0
firm-5,NERA UK Limited,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""03974527"", ""organisation_id"": ""legal-GB-03974527"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-e8a90028d46a68b27194""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-e8a90028d46a68b27194""}]",4,4
firm-3,Oxera Consulting LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC392464"", ""organisation_id"": ""legal-GB-OC392464"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-e9dec95eb84e4ddffe31""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-e9dec95eb84e4ddffe31""}]",12,6
firm-64,Oxford Analytica Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""01196703"", ""organisation_id"": ""legal-GB-01196703"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-4cf1910ec79b77f8d3e0""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-4cf1910ec79b77f8d3e0""}]",0,0
firm-17,Oxford Economics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""01557776"", ""organisation_id"": ""legal-GB-01557776"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-99a7384290a78c0bcf6a""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-99a7384290a78c0bcf6a""}]",4,4
firm-67,PA Consulting,group_brand,source_checked_scope_boundary,deliberately_unassigned_group_scope,A group brand spanning several legal companies. A listed UK group company does not represent the whole brand.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""00414220"", ""organisation_id"": ""legal-GB-00414220"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""host legal context, not the entire catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Group legal-entity table lines102–125"", ""source_id"": ""source-d0004a374eb7abcfcafe""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Group legal-entity table lines102–125"", ""source_id"": ""source-d0004a374eb7abcfcafe""}]",0,0
firm-43,Pantheon Macroeconomics Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""07076751"", ""organisation_id"": ""legal-GB-07076751"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-bfe918e7050c0ffce963""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Registered office address block"", ""source_id"": ""source-bfe918e7050c0ffce963""}]",0,0
firm-28,Plum Consulting London LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC377350"", ""organisation_id"": ""legal-GB-OC377350"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-01a1664171f8b4d3ce6a""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-01a1664171f8b4d3ce6a""}]",0,0
firm-29,Pragmatix Advisory Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""12403422"", ""organisation_id"": ""legal-GB-12403422"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-ceddf37d4a48d217b099""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-ceddf37d4a48d217b099""}]",0,0
firm-50,Public First Ltd,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""10149826"", ""organisation_id"": ""legal-GB-10149826"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-e94890c0366574379248""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-e94890c0366574379248""}]",0,0
firm-68,PwC Economics,service_line,source_checked_scope_boundary,deliberately_unassigned_to_practice,A UK economics service line within the PwC network; the global network is not one legal entity.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC303525"", ""organisation_id"": ""legal-GB-OC303525"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""host legal context, not the entire catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Economics services lines197–224 and member-firm footer320"", ""source_id"": ""source-f78e1a4f73a9f4847697""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Economics services lines197–224 and member-firm footer320"", ""source_id"": ""source-f78e1a4f73a9f4847697""}]",0,0
firm-1,RBB Economics LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC315356"", ""organisation_id"": ""legal-GB-OC315356"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-5be7978b14dab0d662f5""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-5be7978b14dab0d662f5""}]",11,6
firm-72,RSM Economics,service_line,source_checked_scope_boundary,deliberately_unassigned_to_practice,RSM Economics Consulting is a team. RSM UK Consulting LLP is identified as provider of the cited government study.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC397475"", ""organisation_id"": ""legal-GB-OC397475"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""host legal context, not the entire catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Study provider and economics team lead; archived 2023 report extract"", ""source_id"": ""source-37bce3b6c4db045b8539""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Study provider and economics team lead; archived 2023 report extract"", ""source_id"": ""source-37bce3b6c4db045b8539""}]",0,0
firm-74,Reckon LLP,catalogue_scope_linked_to_registered_entity,registry_identity_reference_checked,recorded_company_number_source_linked,Catalogue scope associated with the cited registered entity; the catalogue name may abbreviate a legal or business name.,"Identity and scope reference only. This does not establish an entire group boundary, current operating status, ownership, founding date or workforce.","[{""company_number"": ""OC307897"", ""organisation_id"": ""legal-GB-OC307897"", ""register_jurisdiction"": ""GB"", ""registered_name"": null, ""relationship"": ""registered entity associated with this catalogue scope"", ""source_refs"": [{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-555a07a734d070dc3f39""}]}]","[{""checked_on"": ""2026-09-12"", ""locator"": ""Companies House overview: Registered office address block"", ""source_id"": ""source-555a07a734d070dc3f39""}]",0,0
