id,firm_id,legal_entity_id,year_end,period_months,currency,metric,value,value_exact,missingness,accounting_basis,metric_basis,estimated,is_latest,source_refs
fin-c354cfa43e4cafc61585,firm-35,legal-GB-OC385173,2024-12-31,12,GBP,num_staff,39.0,39,value,Consolidated group; turnover; operating profit before member remuneration,"Average monthly group persons: 39, including 6 directors/partners and 33 employees; parent LLP alone 21. Do not add member count to infer unique staff.",False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 10 / printed 7, income; PDF 24 / printed 21, notes 8 and 9"", ""source_id"": ""source-95c628b3bda84dc1b2af""}]"
fin-e3612d049b71f06d02b2,firm-35,legal-GB-OC385173,2024-12-31,12,GBP,operating_profit,4313000.0,4313000.0,value,Consolidated group; turnover; operating profit before member remuneration,,False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 10 / printed 7, income; PDF 24 / printed 21, notes 8 and 9"", ""source_id"": ""source-95c628b3bda84dc1b2af""}]"
fin-ffc5cb87336df8a62244,firm-35,legal-GB-OC385173,2024-12-31,12,GBP,profit_to_members,312000.0,312000,value,Consolidated group; turnover; operating profit before member remuneration,"Discretionary residual £312,000 after £3,967,000 member remuneration expense; two average members",False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 10 / printed 7, income; PDF 24 / printed 21, notes 8 and 9"", ""source_id"": ""source-95c628b3bda84dc1b2af""}]"
fin-426111b63c688d4b947b,firm-35,legal-GB-OC385173,2024-12-31,12,GBP,turnover,22475000.0,22475000.0,value,Consolidated group; turnover; operating profit before member remuneration,,False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 10 / printed 7, income; PDF 24 / printed 21, notes 8 and 9"", ""source_id"": ""source-95c628b3bda84dc1b2af""}]"
fin-683563cb31f1181425a3,firm-38,legal-GB-09692990,2024-12-31,12,GBP,operating_profit,2507770.0,2507770,value,Company entity; turnover before cost of sales; UK company not whole global brand,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-bf2c21fe700395a553f1""}]"
fin-9f4c0bacc780cf52bb44,firm-38,legal-GB-09692990,2024-12-31,12,GBP,profit_after_tax,1887132.0,1887132,value,Company entity; turnover before cost of sales; UK company not whole global brand,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-bf2c21fe700395a553f1""}]"
fin-1a6884393c46f3608a23,firm-38,legal-GB-09692990,2024-12-31,12,GBP,profit_before_tax,2507787.0,2507787,value,Company entity; turnover before cost of sales; UK company not whole global brand,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-bf2c21fe700395a553f1""}]"
fin-025aa9924f39f62c3fb4,firm-38,legal-GB-09692990,2024-12-31,12,GBP,turnover,9317804.0,9317804,value,Company entity; turnover before cost of sales; UK company not whole global brand,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-bf2c21fe700395a553f1""}]"
fin-d0f6887ffa3e4af4ed8b,firm-4,legal-GB-04007726,2024-12-28,12,GBP,operating_profit,8294581.0,8294581,value,Company entity; reporting period 1 January to 28 December 2024 (52 weeks); turnover before other expenses/cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 12"", ""source_id"": ""source-f5f55b6e7b8d1da30916""}]"
fin-613831c751882a123a14,firm-4,legal-GB-04007726,2024-12-28,12,GBP,profit_after_tax,5974319.0,5974319,value,Company entity; reporting period 1 January to 28 December 2024 (52 weeks); turnover before other expenses/cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 12"", ""source_id"": ""source-f5f55b6e7b8d1da30916""}]"
fin-f6d37b5ab2ae4bfe66c1,firm-4,legal-GB-04007726,2024-12-28,12,GBP,profit_before_tax,8297728.0,8297728,value,Company entity; reporting period 1 January to 28 December 2024 (52 weeks); turnover before other expenses/cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 12"", ""source_id"": ""source-f5f55b6e7b8d1da30916""}]"
fin-3ecbf12f4ed62919cdc4,firm-4,legal-GB-04007726,2024-12-28,12,GBP,turnover,82396636.0,82396636,value,Company entity; reporting period 1 January to 28 December 2024 (52 weeks); turnover before other expenses/cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 12"", ""source_id"": ""source-f5f55b6e7b8d1da30916""}]"
fin-cf5287e4579d219d1ac4,firm-5,legal-GB-03974527,2024-12-31,12,GBP,operating_profit,3080000.0,3080000,value,Company entity; statement £000 multiplied by1000; after-tax profit differs from total comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 15 / printed page 12"", ""source_id"": ""source-9877989da1cb6b619171""}]"
fin-f3944ff551b8251eb7d7,firm-5,legal-GB-03974527,2024-12-31,12,GBP,profit_after_tax,2851000.0,2851000,value,Company entity; statement £000 multiplied by1000; after-tax profit differs from total comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 15 / printed page 12"", ""source_id"": ""source-9877989da1cb6b619171""}]"
fin-7567fbe7104708e6cc3e,firm-5,legal-GB-03974527,2024-12-31,12,GBP,profit_before_tax,4088000.0,4088000,value,Company entity; statement £000 multiplied by1000; after-tax profit differs from total comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 15 / printed page 12"", ""source_id"": ""source-9877989da1cb6b619171""}]"
fin-ddbf9076a39a4872c599,firm-5,legal-GB-03974527,2024-12-31,12,GBP,turnover,24891000.0,24891000,value,Company entity; statement £000 multiplied by1000; after-tax profit differs from total comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 15 / printed page 12"", ""source_id"": ""source-9877989da1cb6b619171""}]"
fin-7847c05c0cd3a015bb2f,firm-6,legal-GB-03378171,2024-12-31,12,GBP,operating_profit,-862453.0,-862453,value,"The Brattle Group Limited company entity; operating loss and after-tax loss, not total comprehensive loss",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 9"", ""source_id"": ""source-9cab93bb36119f11f487""}]"
fin-2f24e9dad000abeb9369,firm-6,legal-GB-03378171,2024-12-31,12,GBP,profit_after_tax,-1076957.0,-1076957,value,"The Brattle Group Limited company entity; operating loss and after-tax loss, not total comprehensive loss",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 9"", ""source_id"": ""source-9cab93bb36119f11f487""}]"
fin-fbfd46ff0a64ae8e1fb8,firm-6,legal-GB-03378171,2024-12-31,12,GBP,profit_before_tax,-978725.0,-978725,value,"The Brattle Group Limited company entity; operating loss and after-tax loss, not total comprehensive loss",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 9"", ""source_id"": ""source-9cab93bb36119f11f487""}]"
fin-f706c7d637b88909b570,firm-6,legal-GB-03378171,2024-12-31,12,GBP,turnover,39437293.0,39437293,value,"The Brattle Group Limited company entity; operating loss and after-tax loss, not total comprehensive loss",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 9"", ""source_id"": ""source-9cab93bb36119f11f487""}]"
fin-35b738d82b1cd953f2b5,firm-61,legal-GB-OC344021,2025-03-31,12,GBP,num_members,,,not_recorded_or_not_disclosed,LLP small-entity accounts; balance sheet and notes; profit-and-loss statement omitted. Zero staff is average persons excluding members for this LLP only,,False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 3 / printed 1, balance sheet; PDF 4 / printed 2, omission of P&L; PDF 8 / printed 6, note 3 staff"", ""source_id"": ""source-9bb1669e5d7d22c8b5e8""}]"
fin-9e711075a5a44c604553,firm-61,legal-GB-OC344021,2025-03-31,12,GBP,num_staff,0.0,0,recorded_zero,LLP small-entity accounts; balance sheet and notes; profit-and-loss statement omitted. Zero staff is average persons excluding members for this LLP only,"Zero average persons employed, excluding members, for this LLP entity; does not measure the whole brand workforce.",False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 3 / printed 1, balance sheet; PDF 4 / printed 2, omission of P&L; PDF 8 / printed 6, note 3 staff"", ""source_id"": ""source-9bb1669e5d7d22c8b5e8""}]"
fin-a96d304ac9ba6f0332b4,firm-61,legal-GB-OC344021,2025-03-31,12,GBP,profit_to_members,,,not_recorded_or_not_disclosed,LLP small-entity accounts; balance sheet and notes; profit-and-loss statement omitted. Zero staff is average persons excluding members for this LLP only,"Annual profit not disclosed. £2,386,060 is a balance-sheet amount due to members, not annual profit. Membership count not located in filed accounts",False,True,"[{""checked_on"": ""2026-09-11"", ""locator"": ""PDF 3 / printed 1, balance sheet; PDF 4 / printed 2, omission of P&L; PDF 8 / printed 6, note 3 staff"", ""source_id"": ""source-9bb1669e5d7d22c8b5e8""}]"
fin-5fb76c2be14bbe8cc717,firm-7,legal-GB-07245710,2024-12-31,12,GBP,operating_profit,4522342.0,4522342,value,Berkeley Research Group (UK) Limited company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 11"", ""source_id"": ""source-35e82502eef48069e8d4""}]"
fin-d89012eb4a9911da71f0,firm-7,legal-GB-07245710,2024-12-31,12,GBP,profit_after_tax,4099601.0,4099601,value,Berkeley Research Group (UK) Limited company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 11"", ""source_id"": ""source-35e82502eef48069e8d4""}]"
fin-0d72739df7d33968e3fa,firm-7,legal-GB-07245710,2024-12-31,12,GBP,profit_before_tax,4456646.0,4456646,value,Berkeley Research Group (UK) Limited company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 11"", ""source_id"": ""source-35e82502eef48069e8d4""}]"
fin-1e46114d32174c3fb75a,firm-7,legal-GB-07245710,2024-12-31,12,GBP,turnover,41823755.0,41823755,value,Berkeley Research Group (UK) Limited company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 14 / printed page 11"", ""source_id"": ""source-35e82502eef48069e8d4""}]"
fin-7052cad43468a76a0e11,firm-78,legal-GB-SC229257,2025-03-31,12,GBP,profit_after_tax,35000.0,35000,value,"Company entity; statement denominated £000, multiplied by1000; profit before tax is labelled, no separate operating-profit line",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 5 / printed page 4"", ""source_id"": ""source-aacc631859b807224c4e""}]"
fin-2d5557d6f7a0c5e5ab79,firm-78,legal-GB-SC229257,2025-03-31,12,GBP,profit_before_tax,48000.0,48000,value,"Company entity; statement denominated £000, multiplied by1000; profit before tax is labelled, no separate operating-profit line",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 5 / printed page 4"", ""source_id"": ""source-aacc631859b807224c4e""}]"
fin-6ded763f194cc35d32bf,firm-78,legal-GB-SC229257,2025-03-31,12,GBP,turnover,2221000.0,2221000,value,"Company entity; statement denominated £000, multiplied by1000; profit before tax is labelled, no separate operating-profit line",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 5 / printed page 4"", ""source_id"": ""source-aacc631859b807224c4e""}]"
fin-05d3ad41c23dd027acdd,firm-8,legal-GB-09174489,2025-12-31,12,USD,num_staff,75.0,75,value,Average monthly employees including directors: 18 corporate administration and 57 consulting. USD functional/presentation currency; company accounts.,Average monthly employees including directors: 18 corporate administration and 57 consulting. USD functional/presentation currency; company accounts.,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 13, printed page 10; current and comparative columns; employees: PDF page 25, printed page 22"", ""source_id"": ""source-70f88221781cd3c7064a""}]"
fin-fc49a68ad87b2ff79c38,firm-8,legal-GB-09174489,2025-12-31,12,USD,operating_profit,1964911.0,1964911,value,Average monthly employees including directors: 18 corporate administration and 57 consulting. USD functional/presentation currency; company accounts.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 13, printed page 10; current and comparative columns; employees: PDF page 25, printed page 22"", ""source_id"": ""source-70f88221781cd3c7064a""}]"
fin-df25918b70a8a309517d,firm-8,legal-GB-09174489,2025-12-31,12,USD,profit_after_tax,1447630.0,1447630,value,Average monthly employees including directors: 18 corporate administration and 57 consulting. USD functional/presentation currency; company accounts.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 13, printed page 10; current and comparative columns; employees: PDF page 25, printed page 22"", ""source_id"": ""source-70f88221781cd3c7064a""}]"
fin-ef2e599ace97e7175ad7,firm-8,legal-GB-09174489,2025-12-31,12,USD,profit_before_tax,1997993.0,1997993,value,Average monthly employees including directors: 18 corporate administration and 57 consulting. USD functional/presentation currency; company accounts.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 13, printed page 10; current and comparative columns; employees: PDF page 25, printed page 22"", ""source_id"": ""source-70f88221781cd3c7064a""}]"
fin-edd57b94eb485eb92793,firm-8,legal-GB-09174489,2025-12-31,12,USD,turnover,49746184.0,49746184,value,Average monthly employees including directors: 18 corporate administration and 57 consulting. USD functional/presentation currency; company accounts.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 13, printed page 10; current and comparative columns; employees: PDF page 25, printed page 22"", ""source_id"": ""source-70f88221781cd3c7064a""}]"
fin-fa4db2a233710207e7da,firm-84,legal-GB-06872377,2025-12-31,12,GBP,num_staff,85.0,85,value,Average employees: 77 consultants and 8 administration. Company accounts; geographical revenue is not all UK.,Average employees: 77 consultants and 8 administration. Company accounts; geographical revenue is not all UK.,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 22, printed page 21"", ""source_id"": ""source-89c0fa43628dfc5865d1""}]"
fin-16aeccfaad4efebab8e9,firm-84,legal-GB-06872377,2025-12-31,12,GBP,operating_profit,-563002.0,-563002,value,Average employees: 77 consultants and 8 administration. Company accounts; geographical revenue is not all UK.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 22, printed page 21"", ""source_id"": ""source-89c0fa43628dfc5865d1""}]"
fin-89238e9b02cc55d430cc,firm-84,legal-GB-06872377,2025-12-31,12,GBP,profit_after_tax,-554750.0,-554750,value,Average employees: 77 consultants and 8 administration. Company accounts; geographical revenue is not all UK.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 22, printed page 21"", ""source_id"": ""source-89c0fa43628dfc5865d1""}]"
fin-ea7b11226e956a8f85bf,firm-84,legal-GB-06872377,2025-12-31,12,GBP,profit_before_tax,-641533.0,-641533,value,Average employees: 77 consultants and 8 administration. Company accounts; geographical revenue is not all UK.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 22, printed page 21"", ""source_id"": ""source-89c0fa43628dfc5865d1""}]"
fin-56c0246b72c5a52cbfeb,firm-84,legal-GB-06872377,2025-12-31,12,GBP,turnover,18453630.0,18453630,value,Average employees: 77 consultants and 8 administration. Company accounts; geographical revenue is not all UK.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 22, printed page 21"", ""source_id"": ""source-89c0fa43628dfc5865d1""}]"
fin-e4e00b7f60a427b11408,firm-85,legal-GB-09766786,2024-12-31,12,GBP,operating_profit,9208643.0,9208643,value,Company entity; consolidated group filed by Project Spark Topco Limited is a distinct perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 13 / printed page 10"", ""source_id"": ""source-5de5376c02ccaba79148""}]"
fin-e8caf20b4c9de43375f2,firm-85,legal-GB-09766786,2024-12-31,12,GBP,profit_after_tax,7653760.0,7653760,value,Company entity; consolidated group filed by Project Spark Topco Limited is a distinct perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 13 / printed page 10"", ""source_id"": ""source-5de5376c02ccaba79148""}]"
fin-8a7b42fa738d7cb80db8,firm-85,legal-GB-09766786,2024-12-31,12,GBP,profit_before_tax,9217771.0,9217771,value,Company entity; consolidated group filed by Project Spark Topco Limited is a distinct perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 13 / printed page 10"", ""source_id"": ""source-5de5376c02ccaba79148""}]"
fin-58a14fda821b8b3e0b3d,firm-85,legal-GB-09766786,2024-12-31,12,GBP,turnover,30646613.0,30646613,value,Company entity; consolidated group filed by Project Spark Topco Limited is a distinct perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 13 / printed page 10"", ""source_id"": ""source-5de5376c02ccaba79148""}]"
fin-377933d4769b28a3935e,firm-86,legal-GB-04161656,2025-12-31,12,GBP,num_staff,239.0,239,value,"Average employees including 4 directors, 163 technical and 72 administration. Company accounts; profit before tax includes £7060875 income from shares in a group undertaking.","Average employees including 4 directors, 163 technical and 72 administration. Company accounts; profit before tax includes £7060875 income from shares in a group undertaking.",False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 23, printed page 22"", ""source_id"": ""source-d45138307764c5e251a3""}]"
fin-e6dbf35f587c5766407c,firm-86,legal-GB-04161656,2025-12-31,12,GBP,operating_profit,2094376.0,2094376,value,"Average employees including 4 directors, 163 technical and 72 administration. Company accounts; profit before tax includes £7060875 income from shares in a group undertaking.",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 23, printed page 22"", ""source_id"": ""source-d45138307764c5e251a3""}]"
fin-36e6b73299fb1641f26a,firm-86,legal-GB-04161656,2025-12-31,12,GBP,profit_after_tax,8554842.0,8554842,value,"Average employees including 4 directors, 163 technical and 72 administration. Company accounts; profit before tax includes £7060875 income from shares in a group undertaking.",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 23, printed page 22"", ""source_id"": ""source-d45138307764c5e251a3""}]"
fin-b32537ef457bae30bb76,firm-86,legal-GB-04161656,2025-12-31,12,GBP,profit_before_tax,9172006.0,9172006,value,"Average employees including 4 directors, 163 technical and 72 administration. Company accounts; profit before tax includes £7060875 income from shares in a group undertaking.",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 23, printed page 22"", ""source_id"": ""source-d45138307764c5e251a3""}]"
fin-a690c3651bbdcbc7a412,firm-86,legal-GB-04161656,2025-12-31,12,GBP,turnover,32526902.0,32526902,value,"Average employees including 4 directors, 163 technical and 72 administration. Company accounts; profit before tax includes £7060875 income from shares in a group undertaking.",,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 11; current and comparative columns; employees: PDF page 23, printed page 22"", ""source_id"": ""source-d45138307764c5e251a3""}]"
fin-2658ab616dbee5568c86,firm-87,legal-GB-02573801,2024-12-31,12,GBP,operating_profit,6070401.0,6070401,value,Company entity; turnover; profit after corporation tax is distinct from other comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-923736ad2ec76718aec0""}]"
fin-4130f4cce920458f83f4,firm-87,legal-GB-02573801,2024-12-31,12,GBP,profit_after_tax,4493631.0,4493631,value,Company entity; turnover; profit after corporation tax is distinct from other comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-923736ad2ec76718aec0""}]"
fin-281d7d070b0e8f7b168a,firm-87,legal-GB-02573801,2024-12-31,12,GBP,profit_before_tax,6249677.0,6249677,value,Company entity; turnover; profit after corporation tax is distinct from other comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-923736ad2ec76718aec0""}]"
fin-26c5000d16909c8ca403,firm-87,legal-GB-02573801,2024-12-31,12,GBP,turnover,43803152.0,43803152,value,Company entity; turnover; profit after corporation tax is distinct from other comprehensive income,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 11 / printed page 8"", ""source_id"": ""source-923736ad2ec76718aec0""}]"
fin-03b62cc3943f0d5ee5a5,firm-9,legal-GB-10629120,2024-12-31,12,GBP,operating_profit,465658.0,465658,value,Company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 10 / printed page 8"", ""source_id"": ""source-e73e1a7b1537d93a89e7""}]"
fin-eaa1f299a70a87d53eaa,firm-9,legal-GB-10629120,2024-12-31,12,GBP,profit_after_tax,282046.0,282046,value,Company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 10 / printed page 8"", ""source_id"": ""source-e73e1a7b1537d93a89e7""}]"
fin-ee4eabbfa45d09b0cba2,firm-9,legal-GB-10629120,2024-12-31,12,GBP,profit_before_tax,459471.0,459471,value,Company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 10 / printed page 8"", ""source_id"": ""source-e73e1a7b1537d93a89e7""}]"
fin-6c6b1dad61ef01e865ee,firm-9,legal-GB-10629120,2024-12-31,12,GBP,turnover,13392822.0,13392822,value,Company entity; turnover before cost of sales,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 10 / printed page 8"", ""source_id"": ""source-e73e1a7b1537d93a89e7""}]"
fin-2d5551e1951d667fe958,firm-90,legal-GB-09035322,2025-09-26,12,GBP,num_staff,12.0,12,value,52-week reporting period. Average employees: 10 operation staff and 2 administration. Company revenue includes overseas destinations; page14.,52-week reporting period. Average employees: 10 operation staff and 2 administration. Company revenue includes overseas destinations; page14.,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 9; current and comparative columns; employees: PDF page 17, printed page 14"", ""source_id"": ""source-91ef5495dd87c6f0f7ac""}]"
fin-c9de9747aa7707c2871d,firm-90,legal-GB-09035322,2025-09-26,12,GBP,operating_profit,-97938.0,-97938,value,52-week reporting period. Average employees: 10 operation staff and 2 administration. Company revenue includes overseas destinations; page14.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 9; current and comparative columns; employees: PDF page 17, printed page 14"", ""source_id"": ""source-91ef5495dd87c6f0f7ac""}]"
fin-9533b32c1d67dc24ee4d,firm-90,legal-GB-09035322,2025-09-26,12,GBP,profit_after_tax,-113915.0,-113915,value,52-week reporting period. Average employees: 10 operation staff and 2 administration. Company revenue includes overseas destinations; page14.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 9; current and comparative columns; employees: PDF page 17, printed page 14"", ""source_id"": ""source-91ef5495dd87c6f0f7ac""}]"
fin-ad7d046ccfb4fe6cf423,firm-90,legal-GB-09035322,2025-09-26,12,GBP,profit_before_tax,-151839.0,-151839,value,52-week reporting period. Average employees: 10 operation staff and 2 administration. Company revenue includes overseas destinations; page14.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 9; current and comparative columns; employees: PDF page 17, printed page 14"", ""source_id"": ""source-91ef5495dd87c6f0f7ac""}]"
fin-d4326c0ee4d70ec194c6,firm-90,legal-GB-09035322,2025-09-26,12,GBP,turnover,836561.0,836561,value,52-week reporting period. Average employees: 10 operation staff and 2 administration. Company revenue includes overseas destinations; page14.,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income: PDF page 12, printed page 9; current and comparative columns; employees: PDF page 17, printed page 14"", ""source_id"": ""source-91ef5495dd87c6f0f7ac""}]"
fin-57e0d47ee01bdb108fd2,firm-91,legal-GB-01762617,2025-03-31,12,GBP,operating_profit,4125000.0,4125000,value,Company entity; income statement £000 multiplied by1000; Economist Group figures are a separate perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 16 / printed page 15"", ""source_id"": ""source-80121a1f044be6f329ff""}]"
fin-0bb85c082f55e9bf0819,firm-91,legal-GB-01762617,2025-03-31,12,GBP,profit_after_tax,2612000.0,2612000,value,Company entity; income statement £000 multiplied by1000; Economist Group figures are a separate perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 16 / printed page 15"", ""source_id"": ""source-80121a1f044be6f329ff""}]"
fin-077575e156097b12e1cd,firm-91,legal-GB-01762617,2025-03-31,12,GBP,profit_before_tax,4050000.0,4050000,value,Company entity; income statement £000 multiplied by1000; Economist Group figures are a separate perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 16 / printed page 15"", ""source_id"": ""source-80121a1f044be6f329ff""}]"
fin-503e23acf3df17a91c72,firm-91,legal-GB-01762617,2025-03-31,12,GBP,turnover,54278000.0,54278000,value,Company entity; income statement £000 multiplied by1000; Economist Group figures are a separate perimeter,,False,True,"[{""checked_on"": ""2026-09-12"", ""locator"": ""Income statement PDF page 16 / printed page 15"", ""source_id"": ""source-80121a1f044be6f329ff""}]"
